"lead_paragraph","datetime","_id","web_url"
"Rubin's policy is to sustain the current Wall Street boom as long as possible -- at least until he and Clinton leave office. But stockholders are being enriched at the expense of workers who have enjoyed little material improvement in more than two decades. Everyone knows that the middle class is sunk in debt and makes ends meet only by easy credit mechanisms. Norman F. Cantor Sag Harbor, N.Y.",1998-08-09 00:00:00,"4fd20b2b8eb7c8105d779696","http://www.nytimes.com/1998/08/09/magazine/l-keeping-the-boom-from-busting-198625.html"
"The 98th Congress opened for business today, and leaders from both parties called for greater bipartisan cooperation to deal with the country's economic problems. ''I will do everything I can to prevent a stalemate from happening in the 98th Congress,'' said Representative Thomas P. O'Neill Jr., the Massachusetts Democrat who was re-elected Speaker of the House. ''The American people want action, not partisan bickering.'' Republicans said they would extend an ''olive branch'' to the Democrats, and they hinted that President Reagan might also be ready to make compromises on economic matters. ''Contrary to popular belief, the President is flexible,'' said Senator Howard H. Baker Jr. of Tennessee, the majority leader.",1983-01-04 00:00:00,"4fd12c118eb7c8105d5f5c23","http://www.nytimes.com/1983/01/04/us/98th-congress-opens-with-calls-for-bipartisan-effort-on-economy.html"
"The cost of food, shelter and transportation all rose in October, sending consumer prices in the New York-northeastern New Jersey area up by four-tenths of 1 percent, the Bureau of Labor Statistics reported yesterday. The 12-month rise in consumer prices was 3.3 percent, the bureau said.",1986-11-26 00:00:00,"4fd168a08eb7c8105d658081","http://www.nytimes.com/1986/11/26/business/local-costs-up-0.4-in-october.html"
"YESTERYEAR'S clichés can be correct. At least for an unpopular president, it really is the economy, stupid. Approval ratings under 40 percent usually reflect a lack of confidence that the administration knows how to manage economic problems. That is not to say that economic issues are the only ones that matter. Iraq and Hurricane Katrina hurt.",2005-11-11 00:00:00,"4fd2a9fd8eb7c8105d8955ea","http://www.nytimes.com/2005/11/11/business/11norris.html"
"LEAD: Faced with conflicting advice and confusing economic projections, Federal Reserve officials are likely to stand pat and leave monetary policy unchanged at this week's meeting of the Fed's Open Market Committee, analysts said.",1987-12-14 00:00:00,"4fd172088eb7c8105d6654ce","http://www.nytimes.com/1987/12/14/business/credit-markets-fed-seen-holding-to-course.html"
"LEAD: The research staff of the board of Governors of the Federal Reserve has developed what is described as a new method for forecasting inflation. The announcement of this new construct brought a great deal of publicity. The equation, which is called P-Star, is a throwback to strict monetarism in its most primitive form.",1989-10-22 00:00:00,"4fd1aa3b8eb7c8105d6c76ec","http://www.nytimes.com/1989/10/22/business/business-forum-forecasting-inflation-the-fed-s-new-tool-just-doesn-t-work.html"
"LEAD: Growth in personal income slowed for the third consecutive month in April, but consumer spending rose substantially as car buyers took advantage of rebates and low financing offers, the Government reported today.",1989-05-27 00:00:00,"4fd1a28a8eb7c8105d6b8d73","http://www.nytimes.com/1989/05/27/business/growth-lags-for-income-spending-up.html"
"Volkswagen of America Inc. predicts sales of 330,000 cars in 1982, up 14 percent from this year's depressed levels, its president, James McLernon, said in a year-end statement. Mr. McLernon also said that production at the company plant in Sterling Heights, Mich., could begin in the spring of 1983 if market conditions improved. Mr. McLernon said that 1981 would be remembered as ''one of the most difficult years in our nation's history related to economic planning and the business cycle.''",1981-12-31 00:00:00,"4fd11e3b8eb7c8105d5dd352","http://www.nytimes.com/1981/12/31/business/vw-of-america-expects-sales-rise.html"
"LEAD: International The Senate defeated, 55 to 41, an amendment to the trade bill that would restore Presidential discretion in deciding to grant relief to domestic industries hurt by imports. The limiting of Presidential discretion is one of the main provisions of the trade bill and one that the Administration has said could provoke a veto.",1987-07-08 00:00:00,"4fd180598eb7c8105d67c28a","http://www.nytimes.com/1987/07/08/business/business-digest-wednesday-july-8-1987.html"
"''Bear markets never happen when interest rates fall.'' This argument has been trotted out in the last few months by all manner of Wall Street strategists, perhaps to calm nervous investors as they watched their portfolios drift lower. Trouble is, it's not exactly accurate.",1998-09-06 00:00:00,"4fd1e0128eb7c8105d726358","http://www.nytimes.com/1998/09/06/business/market-watch-that-deflationary-feeling.html"
"To the Editor: It appears the new Administration will reform Treasury debt financing practices to stimulate the economy and cut the budget deficit. A shift in Government borrowing from long term to short term, as outlined in ""Awaiting the Bentsen Treasury"" (Business Day, Jan. 19), would no doubt have immediate interest-cost saving, given the disparity between long-term and short-term rates. However, a possible strategy change comes at a highly unfavorable time in the economic and interest-rate cycles. Interest rates are likely to move higher as the economy strengthens. Any Treasury financing saving now would likely be lost later.",1993-02-03 00:00:00,"4fd1e5b08eb7c8105d73123a","http://www.nytimes.com/1993/02/03/opinion/l-let-s-go-back-to-before-reagan-s-tax-reform-wrong-route-on-debt-752493.html"
"Following are excepts from a speech by President Bush today to the Detroit Economic Club, as transcribed by Reuters: . . . My agenda for renewal asks that we look forward, to open new markets, prepare our people to work, strengthen our families, save and invest, so that we can win. Our renewal depends on economic growth, but growth not for the few at the expense of the many, not for the present at the expense of the future. In our country we've always prized an entrepreneurial capitalism that grows from the bottom up, not the top down, a prosperity that begins on Main Street and extends to Wall Street, not the other way around.",1992-09-11 00:00:00,"4fd1e3168eb7c8105d72c71d","http://www.nytimes.com/1992/09/11/us/the-1992-campaign-excerpts-from-bush-s-economic-speech-in-detroit.html"
"Whipsawed by strong earnings from some companies and weak ones from others, like the once infallible Apple, the stock market lacked direction on Wednesday. The Standard & Poor's 500-stock index slipped 0.42 points, or 0.03 percent, to 1,337.89, extending the broad index's losses to a fourth straight day. A big reason was Apple, whose shares fell on a disappointing earnings report. A sharp decrease in new-home sales also fed the selling.",2012-07-25 00:00:00,"501037ff1c22dfde670b269a","http://www.nytimes.com/2012/07/26/business/daily-stock-market-activity.html"
"Pressing what has become a chief domestic theme in the election year, the Bush Administration said today that its 90-day review of Federal regulations would produce savings of $10 billion to $20 billion a year. The White House is now seeking ways to subject permanently to Administration review the thousands of regulations Congress mandates for everything from chemical exposure in the workplace to meat labeling.",1992-04-03 00:00:00,"4fd1ac1a8eb7c8105d6cb5ec","http://www.nytimes.com/1992/04/03/us/quayle-says-rules-review-saving-us-10-billion.html"
"Federal tax policy contributed to the widening gap between the wealth of rich and poor Americans in the 1980's, a group of experts told the Senate Budget Committee today, but they disagreed on how great a role other economic factors played in the inequity. There was near unanimity that, as the committee chairman, Jim Sasser of Tennessee, put it, the 80's were ""the decade when the rich got richer and the poor got poorer.""",1991-02-23 00:00:00,"4fd1c5ce8eb7c8105d6f693a","http://www.nytimes.com/1991/02/23/business/role-of-taxes-debated-in-adding-to-income-gap.html"
"WASHINGTON -- The two men who steered Citigroup into the eye of the financial storm offered a striking contrast on Thursday. Charles O. Prince III, Citigroup's former chairman and chief executive, abased himself before the federal panel investigating the causes of the crisis, apologizing repeatedly for the billions of dollars in losses at an institution that ended up the recipient of $45 billion of taxpayer aid.",2010-04-09 00:00:00,"4fd29c0f8eb7c8105d87cb97","http://www.nytimes.com/2010/04/09/business/09panel.html"
"Alan Greenspan, the Federal Reserve chairman, gave his blessing today to a substantial tax cut, but warned that it should not be so big that it would plunge the government back into deficit if the federal budget surplus fails to materialize as projected. In a clear shift from his previous position that reducing the national debt should be the focus of fiscal policy, Mr. Greenspan said improvements in the economy's long-term potential and the swelling surplus projections had ''reshaped the choices and opportunities before us'' to permit a combination of debt reduction and tax cuts.",2001-01-26 00:00:00,"4fd24eac8eb7c8105d7f0ea2","http://www.nytimes.com/2001/01/26/business/in-policy-change-greenspan-backs-a-broad-tax-cut.html"
"Manufacturing activity grew at a faster pace in July than in June, driven by new orders and increased production, the Institute for Supply Management, a private research group, said yesterday. The institute reported that its manufacturing index rose to 56.6 last month, up from 53.8 in June. Analysts had expected 54.5. It was the 26th consecutive monthly increase in the index. A reading of 50 or above in the index means the manufacturing sector is expanding. A figure below 50 represents a contraction.",2005-08-02 00:00:00,"4fd2487d8eb7c8105d7e5573","http://www.nytimes.com/2005/08/02/business/02econ.html"
"Stocks tumbled on Thursday, sending the Standard & Poor's 500 stock-index down for a fourth consecutive day, as shares of energy and raw-material companies slumped after the biggest decline in commodities in almost two years. Freeport-McMoRan Copper and Gold and Exxon Mobil each slid more than 2.5 percent as metal prices sank and oil fell below $100 a barrel for the first time since March 17. General Motors fell 3.1 percent to $32.02 after saying that sales in China had declined. FedEx, the operator of the biggest cargo airline, added 2.9 percent to close at $95.29",2011-05-06 00:00:00,"4fd2a15d8eb7c8105d885be4","http://www.nytimes.com/2011/05/06/business/06markets.html"
"WHEN the stock market tanks, mutual fund managers prove their mettle. After all, neither investing in Amazon during the tech bubble nor in Exxon Mobil during the oil boom required great resourcefulness or a well-tuned strategy. But it was helpful to have both qualities in the meat-grinder market of 2008 -- not to mention a dollop of luck. The managers of three of the better-performing funds in the fourth quarter found refuge in far-flung places and divergent strategies.",2009-01-11 00:00:00,"4fd26ef38eb7c8105d829010","http://www.nytimes.com/2009/01/11/business/mutfund/11topp.html"
"The federal government is showering households with tax rebates to spur spending and invigorate a troubled economy. But many Americans are so consumed with debt and the soaring price of gasoline that they are opting to save the money or use it to pay bills, according to surveys, sales data and interviews with people from Florida to California. Between late April and the end of last week, the Treasury handed out more than $50 billion of the $100 billion in tax rebates it plans to distribute to 132 million households. But only once in the last six weeks have chain stores registered an increase in sales, according to the International Council of Shopping Centers, whose weekly sales survey is a widely watched barometer.",2008-06-01 00:00:00,"4fd296378eb7c8105d871991","http://www.nytimes.com/2008/06/01/business/01checks.html"
"Spending for new construction fell 1.6 percent in March despite new gains for the housing industry, the Commerce Department said today. Separately, a McGraw-Hill Inc. division said the value of construction contracts rose 10 percent, to $16.2 billion, in March from February. The Commerce Department's report said work on buildings and other construction put in place during the month was valued at an annual rate of $245.4 billion, the report said. Though that total was down from February, which, in turn, had been down 2.6 percent from January, the declines were relatively small in contrast to gains of 7.1 percent in January and 3.8 percent in November, as the housing recovery was getting under way.",1983-05-03 00:00:00,"4fd12e158eb7c8105d5f9351","http://www.nytimes.com/1983/05/03/business/building-outlays-drop-1.6.html"
"Steel production fell to 1.74 million tons in the week ended last Saturday, a drop of 2.6 percent from 1.79 million tons in the previous week, the American Iron and Steel Institute reported yesterday. Estimated figures for the year to date showed production at 9.12 million tons, a decrease of 21 percent from the 12.56 million tons in the comparable period in the previous year. Production so far this year used 58.6 percent of capacity, compared with 80.1 percent a year earlier.",1982-02-09 00:00:00,"4fd11f178eb7c8105d5de9a5","http://www.nytimes.com/1982/02/09/business/steel-output-drops.html"
"With his election season address on the economy tonight, President Reagan went further than he has in the past in acknowledging that unemployment - not inflation - had become the No.1 problem facing his Administration and the No.1 worry afflicting voters. In almost all his recent speeches on behalf of political candidates around the country, Mr. Reagan has concentrated on arguing that his policies have brought inflation and interest rates down. This was part of a conscious strategy devised by aides convinced that the 99 million Americans who have jobs would be impressed by the improvement in the ''purchasing power'' of their dollar and relatively untroubled because others were without jobs. In many of these speeches, Mr. Reagan has spoken of unemployment almost as an afterthought, following a litany of economic pluses that have come the way of most Americans.",1982-10-14 00:00:00,"4fd128498eb7c8105d5ef381","http://www.nytimes.com/1982/10/14/world/focus-on-unemployment-news-analysis.html"
"The Commerce Department reported today that consumers raised their spending by just two-tenths of 1 percent in May, to a level of retail sales that remained below that of March, a sign that the economy could be about to stall. In a separate report, the Labor Department calculated that consumer prices rose three-tenths of 1 percent for the month, meaning that retail sales, which account for about one-third of economic activity, actually eased slightly after allowing for inflation.",1995-06-14 00:00:00,"4fd1cb2a8eb7c8105d7007c5","http://www.nytimes.com/1995/06/14/business/consumer-prices-up-0.3-retail-sales-barely-rise.html"
"Despite recent improvements in the economy, Americans are divided about whether the upswing will continue for the rest of this year, In fact, Americans are split about evenly, a new survey shows. About half of those surveyed are confident that the recovery will last through 2012, and half are not, according to Bankrate's Financial Security Index survey for March.",2012-03-24 00:00:00,"4fd2a9968eb7c8105d894deb","http://query.nytimes.com/gst/fullpage.html?res=990CE7DA143DF937A15750C0A9649D8B63"
"LEAD: $ New Orders for Durable Goods June May April Monthly percent change -3.2 4.2 -4.1 Employment Cost Index June '90 March '90 Dec. '89 Year over year, increase in percent 5.2 5.5 5.0 Gross National Product II Q'90 I Q'90 IV Q'89 Annual rate, 1982 dollars in bilions $4,163.1 $4,150.6 $4,133.2 Gross National Product Annual rate, current dollars in billions $5,451.6 $5,375.4 5,289.3 Lumber Production May April March Millions of Board Feet 4,040 4,121 4,300 Truck Production July 15-21 July 8-15",1990-07-29 00:00:00,"4fd1af428eb7c8105d6cf8ca","http://www.nytimes.com/1990/07/29/business/data-bank-july-29-1990.html"
"The conventional wisdom is that the chances of Congress passing a bill that puts both a cap and a price on greenhouse gases are somewhere between terrible and nil. President Obama can start to prove the conventional wisdom wrong by making a full-throated case for a climate bill in his State of the Union speech this week. Washington has been forecasting the likely death of a climate bill with renewed certainty since Massachusetts elected a Republican senator who promised to block pretty much anything Mr. Obama wants. But even before then we were hearing two reasons why a bill could not pass: The Senate won't have any strength left when it finishes with health care, and the nation cannot afford a bill that implies an increase in energy prices.",2010-01-24 00:00:00,"4fd2a4f58eb7c8105d88c375","http://www.nytimes.com/2010/01/24/opinion/24sun1.html"
"RENO, Nev. -- President Obama , adding another chapter to his litany of differences with Mitt Romney , took to the road on Tuesday to promote his record on education and assail his Republican challenger for advising financially struggling college hopefuls to ''shop around and borrow more money from your parents.''Campaigning here and in Ohio, Mr. Obama presented himself as the lucky product of affordable education and his opponent as the enemy of it. Mr. Romney, he said, would cut student loans and grants, and do nothing to curb the tuition increases that threaten to put higher education out of reach of millions of middle-class Americans.",2012-08-21 00:00:00,"503440fa1c22dfde670b6f12","http://www.nytimes.com/2012/08/22/us/politics/obama-attacks-romney-on-student-aid.html"
"To the Editor: Your comments about the change of attitude toward the Federal Reserve and its chairman, Alan Greenspan, indicate that economists, news commentators and politicians are beginning to see that the Fed does not control everything (front page, April 2).",2001-04-06 00:00:00,"4fd222128eb7c8105d7a6fe1","http://www.nytimes.com/2001/04/06/opinion/l-second-guessing-alan-greenspan-740845.html"
"IT'S happened again. Last year was the eighth in a row with a record-setting deficit in the nation's current account, which includes the trade balance and other income from abroad. Yet once upon a time, that big deficit turned around, and it took a mere five years. Could that, too, happen again this time? The main reason to worry about the deficits is that they represent America's growing debt to the rest of the world. If we're not paying for imported goods and services with products of our own, then we're passing out i.o.u.'s in the form of stocks, bonds and other securities. The nation can keep rolling over and issuing more of these i.o.u.'s as long as foreigners are willing to take them. But if that were to change, we'd be in big trouble.",2006-03-26 00:00:00,"4fd24fdd8eb7c8105d7f33c6","http://www.nytimes.com/2006/03/26/business/yourmoney/26view.html"
"The date was Aug. 21, 1990. The nation's last recession was already one month old, but the Federal Reserve's policy makers, gathered for one of their periodic meetings to set interest rates, did not realize that. ''Those who argue that we are already in a recession I think are reasonably certain to be wrong,'' Alan Greenspan, the chairman, told his colleagues. Spotting the arrival of the next recession -- after more than a decade of often booming growth -- is once again a matter of growing concern.",2000-12-08 00:00:00,"4fd21d3f8eb7c8105d79db63","http://www.nytimes.com/2000/12/08/business/news-analysis-the-fine-art-of-discerning-a-recession.html"
"Destination clubs came into their own five years ago, as a growing number of affluent travelers sought all the advantages of a fancy second home without the inconvenience of upkeep or the monotony of going back to the same place year after year. For a one-time deposit of $40,000 to more than $1.5 million -- depending on how luxurious the accommodations and how long the stay -- and annual dues of $3,000 to $100,000, club members would have access to an array of multimillion-dollar properties in prime resort locations --a stone farmhouse in Tuscany, an oceanfront villa in Costa Rica, a slopeside chalet in Aspen, Colo. Before they arrived, the club's concierge would have stocked the refrigerator with the family's favorite foods, arranged airport transfers, booked tee times or made restaurant reservations.",2009-02-14 00:00:00,"4fd26ef48eb7c8105d8291d9","http://www.nytimes.com/2009/02/14/business/14club.html"
"New construction increased by 3.2 percent in September, to a seasonally adjusted annual rate of $222 billion, the Commerce Department reported today. The department, in reporting the September figures, also revised August's construction spending to a gain of five-tenths of 1 percent instead of a decline of six-tenths of 1 percent. That increase, which brought the annual rate of construction spending to $215.1 billion in August, was the first rise in six months.",1980-11-04 00:00:00,"4fd10a3c8eb7c8105d5bd050","http://select.nytimes.com/gst/abstract.html?res=9503E1DD1039F937A35752C1A966948260"
"House Speaker Thomas P. O'Neill Jr. said today that he would not attempt to block a vote on President Reagan's economic and budgetary proposals in recognition of the public mandate received by the President in his re-election. Mr. O'Neill's assurances came as Senate Republican leaders indicated that their attempt to assemble a deficit-reducing package for 1986 had run into snags and would not be finished by the original target date of Feb. 1. The leaders were trying to find a way to cut the deficit, now running at more than $200 billion a year, to $100 billion by 1988, a goal Mr. Reagan had abandoned. One stumbling block, the Republicans said, was resistance to making deep cuts in the military spending levels Mr. Reagan is expected to propose. Senate Republicans have also reported resistance within their ranks to an across-the-board freeze at 1985 levels that would include the military and Social Security.",1985-01-23 00:00:00,"4fd1444d8eb7c8105d61e372","http://www.nytimes.com/1985/01/23/us/o-neill-says-he-won-t-block-house-vote-on-reagan-budget-plan.html"
"WASHINGTON -- The Federal Reserve chairman, Ben S. Bernanke, on Wednesday dismissed proposals to escalate the Fed's economic stimulus campaign as ''reckless,'' arguing that the costs would be high and the benefits uncertain. Mr. Bernanke spoke after the Fed's policy-making committee ended a two-day meeting with a statement affirming its intention to continue until late 2014, and possibly longer, policies that aim to increase spending by holding down interest rates, rewarding borrowers and punishing savers.",2012-04-26 00:00:00,"4fd100298eb7c8105d5bae8f","http://www.nytimes.com/2012/04/26/business/fed-to-stick-with-existing-measures.html"
"Over the last few years political leaders of all stripes, Bob Dole foremost among them, have conditioned voters to see reducing the Federal budget deficit as Job 1 and to view with skepticism any promise of a free lunch. So it is perhaps not surprising that Mr. Dole's pledge today to cut taxes by $548 billion while still balancing the budget by 2002 is being held to a high standard, perhaps more so than most election-year economic promises. And while Mr. Dole argues that his very standing as the nation's fiscal conscience imbues his plan with credibility, many economists and budget analysts who have looked at the plan's numbers are less impressed.",1996-08-06 00:00:00,"4fd1d3da8eb7c8105d710352","http://www.nytimes.com/1996/08/06/us/now-intense-scrutiny-can-this-plan-work.html"
"American productivity grew at an even faster pace in the fourth quarter of last year than previously indicated, the Labor Department said today. Productivity, which is the amount of output for each hour of work, increased at an annual rate of 5.2 percent in the October-December quarter. That compares with the 3.5 percent pace previously reported and higher than Wall Street estimates of 4.5 percent.",2002-03-08 00:00:00,"4fd214718eb7c8105d78cbcf","http://www.nytimes.com/2002/03/08/business/us-productivity-growth-rate-revised-upward-for-4th-quarter.html"
"Fears that the United States may be in a recession reverberated around the world on Monday, sending stock markets from Mumbai to Frankfurt into a tailspin and puncturing the hopes of many investors that Europe and Asia would be able to sidestep an American downturn. Until now, overseas markets had largely avoided the sell-off that has caused steep declines recently in the United States, whose markets were closed in observance of Martin Luther King's Birthday. But investors reacted with what many analysts described as panic to the multiplying signs of weakness in the American economy.",2008-01-22 00:00:00,"4fd2b2ab8eb7c8105d8a37db","http://www.nytimes.com/2008/01/22/business/worldbusiness/22markets.html"
"LEAD: For more than a year, interest rates have been rising. The prime rate is now 11.5 percent, 2 1/2 percentage points above its January 1988 level. The Federal Reserve Board has raised its rates as well in an effort to combat inflation. The Federal Funds rate - now at 9.83 percent - is more than three points higher than a year ago.",1989-04-02 00:00:00,"4fd1a23c8eb7c8105d6b85bd","http://www.nytimes.com/1989/04/02/business/prospects-as-the-economy-cools.html"
"Economic indicators, like clothing styles, go in and out of fashion. It has been more than a decade since the money supply was the most-watched and most-feared statistic, the number that every trading room had a pool on, the one that could send stock and bond prices spiraling up or down if Wall Street's crystal balls had been cloudy. Perhaps, however, it is time to again delve into the arcane world of the M's. The figures released late Thursday were stunning, showing sharp declines for the final week of April.",1991-05-12 00:00:00,"4fd1cfb98eb7c8105d708d21","http://www.nytimes.com/1991/05/12/business/market-watch-the-fed-eased-but-where-s-the-money.html"
"The Bulletin Board chart on Oct. 13, which illustrated changes in six statistical measurements of the economy, mislabeled one of them. The change in the consumer price index was for food costs, not transportation costs.",2002-10-27 00:00:00,"4fd289118eb7c8105d85aee6","http://www.nytimes.com/2002/10/27/business/c-corrections-571962.html"
"CONGRESS has begun to overhaul the obscure legal process by which the White House reviews mergers and acquisitions by foreigners of American companies -- from rocket manufacturers to software makers -- that are vital to the national security. That effort has provoked a powerfully unified lobbying response in Congress by domestic and foreign business interests, as well as some major Wall Street firms. Those interests are deeply concerned that the lawmakers have embarked on a course that could both chill foreign investment in the United States and provoke retaliatory restrictions in foreign countries. Last week, the Senate Banking Committee unanimously adopted one measure that would make the process more rigorous and transparent. After the April recess, the House is expected to consider a similar bill.",2006-04-07 00:00:00,"4fd26ab38eb7c8105d822542","http://www.nytimes.com/2006/04/07/business/worldbusiness/07legal.html"
"LEAD: Cold weather drove prices up sharply for several commodities last week. Futures contracts for heating oil reached six-year highs, peaking at $1.02 a gallon before profit taking caused declines at week's end. In November, heating oil futures sold for slightly less than 60 cents a gallon. An explosion that shut down the nation's second-largest refinery, an Exxon complex in Louisiana, added to the upward pressure.",1989-12-31 00:00:00,"4fd1aada8eb7c8105d6c8dcd","http://www.nytimes.com/1989/12/31/business/week-in-business-commodity-prices-spurred-by-cold.html"
"Several months of rising gasoline prices appear to be deflating some of the enthusiasm American consumers exhibited at the start of the year. Warmer weather, higher wages and brisk hiring bolstered spirits and spending through the first few months of the year, but that upbeat mood appears to have been clouded lately by a combination of rising gasoline prices, a cooling housing market and higher interest rates, economic reports yesterday suggested.",2006-05-13 00:00:00,"4fd287dc8eb7c8105d859d36","http://www.nytimes.com/2006/05/13/business/13econ.html"
"The economy needs stimulating -- on that much, at least, Congressional Democrats agree. But from there, things get complicated. Most Democrats want a quick tax rebate for middle- and lower-income workers. There are also Democrats who want investment incentives for small businesses and Democrats who want to create a fund for states with budget shortfalls, Democrats who want a short-term increase in food stamps and Democrats who want a temporary expansion of unemployment benefits.",2008-01-16 00:00:00,"4fd2669c8eb7c8105d81aea2","http://www.nytimes.com/2008/01/16/washington/16fiscal.html"
"President Bush's main purpose in visiting India seems to have been to promote nuclear proliferation. But he also had some kind words for outsourcing. And those words help explain something that I know deeply puzzles the administration's political gurus: Mr. Bush's dismal polling on economic issues. Now the American economy isn't doing as well as Bush partisans think it is. In fact, since the end of the 2001 recession, the recovery in jobs, output and especially wages has been unusually weak by historical standards. Still, the economy is expanding, so it's impressive just how large a majority of Americans disapproves of Mr. Bush's economic management.",2006-03-06 00:00:00,"4fd2693c8eb7c8105d8201ee","http://www.nytimes.com/2006/03/06/opinion/06krugman.html"
"A gauge of future economic activity that had declined for five consecutive months reversed course in November, signaling that the nation's financial engine is still gaining power even though the growth rate has slowed. The Conference Board, a private research group, said yesterday that its index of leading economic indicators rose 0.2 percent in November, slightly better than economists had expected, after revised declines of 0.4 percent in October and 0.2 percent in September.",2004-12-21 00:00:00,"4fd25a6e8eb7c8105d8071b6","http://www.nytimes.com/2004/12/21/business/21econ.html"
"The Congressional Budget Office, in its revised economic and budget outlook, predicts stronger economic growth this year and next. But it still projects large Federal budget deficits in the years ahead, even if proposed spending reductions and tax increases are approved. In its annual midyear update, the budget office also warns that ''there is a strong possibility'' that neither President Reagan's proposed measures for reducing deficits, which rely on domestic spending reductions, nor Congress's, which rely on tax increases and a slowdown in military spending, will be approved.",1983-08-20 00:00:00,"4fd12f688eb7c8105d5fb88d","http://www.nytimes.com/1983/08/20/business/congress-s-budget-office-still-sees-big-deficits.html"
"Utah Republicans have denied Robert Bennett, a very conservative three-term senator, a place on the ballot, because he's not conservative enough. In Maine, party activists have pushed through a platform calling for, among other things, abolishing both the Federal Reserve and the Department of Education. And it's becoming ever more apparent that real power within the G.O.P. rests with the ranting talk-show hosts. News organizations have taken notice: suddenly, the takeover of the Republican Party by right-wing extremists has become a story (although many reporters seem determined to pretend that something equivalent is happening to the Democrats. It isn't.) But why is this happening? And in particular, why is it happening now?",2010-05-17 00:00:00,"4fd27cf28eb7c8105d843e82","http://www.nytimes.com/2010/05/17/opinion/17krugman.html"
"Chrysler said on Monday that it would close one of its two minivan plants and reduce output of a long-awaited new pickup truck in response to a steep slump in demand for large vehicles. Both plants affected by the announcement are in Fenton, Mo., 20 miles southwest of St. Louis. About 2,400 of the company's 3,500 hourly jobs in Fenton will be eliminated within four months, Chrysler said.",2008-07-01 00:00:00,"4fd2963a8eb7c8105d871b85","http://www.nytimes.com/2008/07/01/business/01chrysler.html"
"China is undeniably manipulating its currency. Countries around the world, including the United States, are losing jobs because their manufacturing industries cannot compete with artificially cheap Chinese goods. For the good of the world economy, and its own long-term economic development, China should stop. Still, a Senate bill, with strong bipartisan support, to punish countries that manipulate their currencies is a bad idea. It could do even more damage to the American economy if -- as is all too likely -- China decides to retaliate.",2011-10-05 00:00:00,"4fd2b9598eb7c8105d8af6ce","http://www.nytimes.com/2011/10/05/opinion/the-wrong-way-to-deal-with-china.html"
"To the Editor: William Safire's excellent analysis of the painful but necessary developments leading to economic recovery was accompanied by dark and ominous overtones detected and recognized by careful observers. The sounds of that disturbing music are provided by the selfappointed directors of a managed economy and of price controls.",1982-02-16 00:00:00,"4fd11e908eb7c8105d5dd45a","http://www.nytimes.com/1982/02/16/opinion/l-recession-s-bitter-pills-for-all-but-the-powerful-246942.html"
"The Indian casino boom of the 1990's has helped decrease the historically high rates of poverty and unemployment on Indian reservations, a computer analysis has found. The review of federal records by The Associated Press found that the explosive growth of the Indian gambling industry -- to $8.26 billion in 1998 from $100 million in 1988 -- has slowed the growth of welfare on reservations and given some tribes hope of reversing decades of poverty.",2000-09-03 00:00:00,"4fd21bd88eb7c8105d79b651","http://www.nytimes.com/2000/09/03/us/reservations-with-casinos-gain-ground-on-povety.html"
"Earnings of the nation's leading corporations in the third quarter appear, at first glance, to have exceeded the expectations of even the most optimistic shareholder. But many analysts express disappointment that the stock market has not responded to the gains with the same vigor that earnings have responded to the economic recovery. A compilation of 284 industrial companies shows that, by and large, performances were strong in the three months ended Sept. 30, with dozens of companies doubling and tripling their net incomes and many others turning red ink into black. (Details of the reports appear on page D13.)",1983-11-07 00:00:00,"4fd140728eb7c8105d617fbe","http://www.nytimes.com/1983/11/07/business/3d-quarter-earnings-up-sharply.html"
"American shoppers were careful in January after their holiday spending, but retailers still managed to get their clearance items out the door, data released on Thursday showed. Several major retailers posted solid increases in January sales at stores open at least a year, including Target, Costco, Limited Brands (including Victoria's Secret) and Saks Fifth Avenue. But sales decreased from a year ago at a handful of chains, including Gap and the teenage-oriented retailer Wet Seal, and many other chains missed analyst estimates.",2012-02-03 00:00:00,"4fd2ba9c8eb7c8105d8b0cd2","http://www.nytimes.com/2012/02/03/business/january-retail-sales-results.html"
"In putting forward a major new economic blueprint to help pull his campaign out of third place, Gov. Bill Clinton has retreated from one of his most controversial proposals: calling for an income tax cut for the middle class. His new economic program, announced Sunday, focuses on ways to rebuild America's economy, but its most significant change from previous plans was Mr. Clinton's scaling back on his call for a middle-class tax cut, which he had long insisted was needed as a matter of fairness.",1992-06-23 00:00:00,"4fd1b40f8eb7c8105d6d82e3","http://www.nytimes.com/1992/06/23/us/1992-campaign-assessment-clinton-s-retreat-change-tax-cut-for-middle-class-could.html"
"For his entire presidency, George W. Bush has tried to avoid the fate of his father, brought low by a feeble economy. Now, as the financial crisis radiates far beyond Wall Street, Mr. Bush faces an even grimmer prospect: being blamed, at least in part, for an economic breakdown. ''There will be ample opportunity to debate the origins of this problem,'' Mr. Bush said in the Rose Garden on Friday. ''Now is the time to solve it.''",2008-09-20 00:00:00,"4fd27ccb8eb7c8105d843998","http://query.nytimes.com/gst/fullpage.html?res=980DE1DF103EF933A1575AC0A96E9C8B63"
