"comment_id","comment_likes_count","comment_message","attacks"
"1455254667838052_1488066301223555",0,"Can we talk about what lies this man presented. How anti-semetic can someone be that is pro Israeli and even has a branch of breitbart in Jerusalem?",1
"10154185589303405_995443877169534",16,"Let me see ... The Senate already defeated the bill, with Democrats joining Republicans. So what we have here is complete Political Theater & that is all. Anything you do now is mute, you can't reverse the vote. Hell you can't even get everyone in your whole party to side with you on this issue. As one of your colleagues said earlier""look @ the gun violence in Chicago"", let's look at it. Toughest gun control laws in the nation, yet the highest murder rate & crime rate in the nation. Well that worked out well. Turn & talk to your own people, black on black crime/murder is the highest of any category in the US. Your focus should be on illegal immigration & the economy. Your focus should be on improving the family & family values. I'll go talk to my guns again, the last time I did they didn't respond, nor have they loaded themselves. You see you moron ... Bad people with guns kill people, not the guns themselves. What you & your other friends refuse to see is that we are protecting ourselves from a increasing tyrannical government, a over reaching government. Talk & take action on changing the culture of the land, one with respecting life, not destroying it! But you vote to kill babies so that's a mute point. Talk about respecting authority like, law enforcement, teachers. Oh wait, another mute point, you encourage civil disobedience with rioting & burning cities to the ground & say nothing about those who call for random killing of Police. Acting out & disrupting class rooms & having the lowest graduation rates among minority's. Family values, having a father figure, no not the guy that's incarcerated, the woman with 6 kids with 3 different fathers living off government subsidies is the problem. Work on those issues.",1
"906363749397206_906416902725224",2,"You sir are a sorry excise for a people's representative. Not trustworthy, loyal, or respectable. If your constituents say no, don't do it, then you refrain. You are their voice and you don't defy their wishes. Sorry son of a bitch! !!",1
"1359458187402321_1382889331725873",0,"ok, Then stop taking our money from it!",1
"10153120748202396_10153121548417396",2,"Congressman, the President simply wants more back round checks. Nobody is taking away guns and fear mongering is stupid. Why not tell the truth? This comes from a Congressman in one of the least productive Congress in history! I don't support Democrats or Republicans.  I support the truth! Congressman, instead of hearing you complain about it, I say it's put up or shut up time! What are you going to do? You have no proposal to change things. Come up with a plan then you can complain. If you aren't going to come up with a solution then stop the BS! You are trying to stir up the public with half truths. That is called fear mongering.  Is this all you have? Get back to work and come up with a solution.",1
"10153363897924122_10153366806379122",4,"When the democrats controlled the house, senate, and executive branch for 2 years they could have passed any immigration law they wanted. Anything at all. They didn't. To say that congress won't send a bill he sill sign so he makes it up is utter nonsense.",1
"10153898133093705_10153899324708705",0,"IMHO THE ISRAELI GOVERNMENT IS A TERRORIST STATE!",1
"924714967552946_924804814210628",8,"Steve Cohen you are an embarrassment to Tennessee.",1
"10154070335838787_1699147230337964",7,"HRC is as corrupt as any politician Im have ever heard of.  She doesn't have the moral character to serve as president.",1
"974591135919642_979774602067962",0,"Environments greatest threat is population growth via immigration. Immigration counts for 80% of our growth. Demographic destruction is irrevesible.",0
"877230355647613_879949708709011",0,"We want Planned Parenthood put out of business. First of all we want it defunded. There is no justice in our tax money supporting such outrageous practices. Even those who supported abortion are outraged that the greed of Planned Parenthood would allow for this barbaric action. Lets end it NOW.",1
"10153013217021672_10153013690631672",0,"I would expect nothing less from this moron!",1
"966600746684094_966915219985980",1,"Yeah, sure Mr. Senator...what about how DuPont, directly in a letter stating because of Obamacare we on retirement, under 65 or due to disability have Medicare and no company insurance, none.  We got screwed by the ACA and you Dems.",1
"1010021025721214_1010532679003382",0,"she is pure evil.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"10154403752404862_10154405001594862",1,"Not going to vote for you if you run as a democrat in the future.",0
"10153456730232787_10153456774992787",2,"Keep it OUT of National Parks!!!!!",0
"10153059653612808_10153076484037808",0,"You mean acted ILLEGALLY in violation of the CONSTITUTION and in direct opposition to what is good for the citizens of this country!  Be honest for once!",1
"1462017407157805_1462156213810591",1,"We wouldn't have a problem if Obama hadn't started this crap !",1
"1222182071129775_1227836780564304",1,"Hey Joe, the word idiot was invented to define you.",1
"985433648167904_991338514244084",0,"Justice Scalia and Andy Harris are sore losers. Funny how the Supreme Court can do no wrong when they vote for the Republican view.",1
"975979672432759_975983239099069",0,"The best way is to end this stupid TSA agency that does nothing but harm Americans.",1
"10153324290814422_10153326949529422",0,"Shameful act by a narrow-minded, ineffective ""leader""!",1
"949120461808945_949342818453376",3,"Congressman you don't support our veterans. All you do is hide behind the party line and hope that if you down load pictures, make videos or tell veteran ""thank you for your service"" will be enough. But it's not. In 2009 congress stated that do to the 75% rise in inflation from 2001-2008 and congress refusel to approve a cost of living increase during those 7 years that congress needs to approve a 60% cost of living increase for our disabled veterans. But never did anything. So our veteran are asking that you and your felloew congressmen and women give veterans the increase you say they are owed. They are also asking that those Veteran who are permanet total disable with unemployability that isn't receiving militaty retirement compensation be allowed to receive VA pension and the pension benefits be back dated tothe time the veteran beacame100% disable. And the veteran are asking that this be done before the Chistmas recess. And the veteran are asking anyone who read this post to call this there congress person to voice their support.",1
"1190070571037342_1193066537404412",4,"Just because someone believes that a nation should have secure boarders doesn't make him a racist. This isn't Mexico it's America. Mexico has proven that it can't produce a successful prosperous nation. Only a corrupt, drug and crime ridden society. You all are traitors to this great American for refusing to secure our boarders. Trump was never my first choice but I'll damn sure never vote for a disgusting illegal loving baby killing vote buying democrat.",1
"10153192274872239_10153194673127239",3,"You are WRONG. You must support the deal. You are failing to realize this deal was about nuclear weapons and only nuclear weapons. You are repeating the same wrong rhetoric of Republicans, same unaccepted things only bullies demand int he courtyard. ""Give us your nuclear material, your money from Hezbullah, love Israel, and give me your lunch money"" No one would stand up for that. As an American you would not stand up for an Iranian to inspect our nuclear facilities why should they? I know you are saying oh we are not Iran, and that is true. We have dropped nuclear bomb on others, Iran has not. We have invaded countries around Iran and destabilized the region, Iran has not. We have gone to Iran and have killed Iranians and Iran has not. Our negotiators, our diplomats, and our secretary negotiated the best possible deal, given we are trying not to be the bullies of the world anymore. You think we could drag Iranians to the table with terrorism, human rights, Israel, nuclear, etc. just by threatening them? Good luck and good night man. http://www.usnews.com/news/articles/2015/08/20/iaea-disputes-report-that-iran-will-inspect-its-military-sites",1
"866948393359611_867420803312370",0,"Never again, Bostonians could call this Dirty Water a World City - You don't deserve the benefits of hosting world-class events like Olympics Summer Games and Paralympics Games. Small minded people cannot image bigger things!",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"595895037237275_1738185843116911",1,"Looks like a bunch of spoiled brats crying and whining because no one gave them a trophy for participation!",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"806462952741489_806543229400128",0,"They hate Obama because he is smart and black, yet they love Ben Carson. They are evil and insane.",1
"1209969079014348_1212471992097390",0,"You are such a hypocrite. You claim to celebrate the freedom that you, SCOTT TIPTON, and the rest of the House and Senate are systematically are taking away from the people and giving to corporations. You were elected to represent the people, not the corporations.  NOW, YOU HAVE VOTED TO FAST TRACK TPP. This is one of the worst bills to come through the Senate. We have had it with your corporatist votes. You are only interested in money and your own career which will go down the toilet if not this election, definitely next. YOU DO NOT REPRESENT THE PEOPLE OF COLORADO.",1
"799679360138278_799781033461444",6,"Perhaps if you did something rather than voting 50 time to get rid of ACA, Obama would not have to do it.  What the hell have you done lately?",1
"1279665955392624_1279721115387108",0,"You should resign. You have failed your constituents.",1
"10153345602884862_10153346056304862",4,"Rep. Brad Sherman is insane.",1
"921127374600617_921135684599786",0,"And there won't be anything done by republicans to represent us.  We're all screwed so we better get used to it.",1
"1151537491539641_1151937628166294",0,"Disappointed that you won't personally be able to meet with the Nevada Alliance for Retired Americans (NARA) while we are in D.C. Sen. Heller and Sen. Reid will be meeting with us!  Hope you can change your plans!",0
"10155614942296164_10155615009611164",1,"Yarmuth labels anybody disagreeing with him as morons and deplorable.  This is just another one of the labels he uses to attack when he has nothing else to offer.",1
"10153627186469852_10156140884779852",3,"Literally every animal on this planet is worth more than you. I hope you meet an angry grizzly sometime in the near future. ��",1
"890788270953149_890861327612510",4,"Very disappointed in your vote to keep Boehner as Speaker.  This tells the people a lot and next election you'll find out what this meant to the people.",1
"10153714161714852_10153714925484852",0,"ISIS ALERT  IS IT WISE FOR AMERICA  TO DEPORT VETERANS WHILE ISIS IS RECRUITING  VETERANS SHOULD GET HELP  THIS MAKES NO SENSE ""PLEASE"" REMEMBER DEPORTED US VETERANS SERVED HONORABLY, FOUGHT AND DEFENDED AND ARE SEPARATED FROM THEIR CHILDREN THEIR FAMILIES.. WITH  NO VA BENEFITS, WE NEED AMNESTY TOO. Mark Isaacs,,,Email; markisaacs97@yahoo.com,, https://www.facebook.com/DeportedVeteransSupportHousePage",1
"1486346504728868_1486711571359028",3,"Could Ryan and his crew live on what they are planning to do to all of us? Why don't we vote to really cut their pay and see how they like it?",1
"500001720167201_500268253473881",1,"your vote: You are either full of fear or a ""political opportunist"".  Either way, you are a coward!",1
"595948960565216_595955587231220",4,"You are DISGUSTING our constitution was made long before you were born, how dare you try to infringe upon it. Come and try to take guns and you'll soon lose your power. As an infantryman, I will not sit and let my oath be attacked or asked to do any confiscation on weapons.",1
"10155798461605381_10155802127620381",5,"i KNOW I'LL  GET  HELL   FOR  THIS    DONALD  TRUMP  YOUR  HIRED    MAKE  AMERICA  GREAT  AGAIN  WITH    REAL JOBS  PAYING  OF  THE  DEBT  THAT  YOU'ALL  ARE  NOW  LIVING  FROM  AND  ABOUT  A  DOZEN  OTHER  THINGS  THAT  REGULAR  POLITICIANS  CAN NOT  DO...TO BE  CONTINUED  have a nice day",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"925440764161282_925515150820510",13,"Dear Harry,   you should be ashamed of calling yourself a Conservative.  You are a wolf in sheeps clothing.   If you had any character and backbone, you would step down immediately.  You are a disgrace and hopefully the voters of Kentucky will show their dismay with your performance and vote you out of office.   And by the way, take Boehner with you.",1
"809095915812442_809340462454654",14,"You, Congresswoman, are an embarrassment.",1
"893656944081051_896598570453555",1,"You LIED. Hillary has not been cleared moron.",1
"10154283745533620_1076720089070170",0,"I will not vote for you in November.  gun laws will not stop crooks from obtaining weapons any more than making drugs illegal prevents their distribution and sale.",0
"797703430276977_798250380222282",6,"You are a traitor. Please resign.",1
"1113411312016365_1113417125349117",0,"Then the White House is even dumber than I thought.",1
"10153484539052900_10153485157087900",1,"Unfortunately the Senate has no spine.",1
"10154123866239122_10154125368804122",0,"Have your fun at the expense of the American tax payers you sob repugnant will pay come November",1
"10153259810695178_10153266965845178",0,"Justice Scala was murdered to shift the balance of SCOTUS AND THERE MUST BE AN INVESTIGATION IN THIS DEATH AND HELL NO TO VOTING YES ON OBAMAS NOMINEE!!!!!!!!!!!!!!!!",1
"10153591325156142_10153591674851142",4,"Cowards, that is those who chose, under the cloak of darkness, to burn a building where innocent people seek equal access to health care. Those are the cowards of whom I speak.",1
"10153480518614422_10153481164734422",1,"do you take any accountability for that? you've done nothing since you've been in Washington...you voted for the Omnibus bill...you vote like obama wants....get off the internet",1
"910972798953420_911096872274346",0,"SO basically what all of you TRAITORS are saying is The President can't be trusted... and we have to meddle in things we are not even Ill Prepared to deal with or think about. because ya know.. BLACK PRESIDENT. Well Maryland- time to vote this turkey out and get a real Democrat.",1
"10153780919988632_10153781266393632",4,"Thanks President Obama! If a foreign country killed thousands every single year, many of them children, people would want to wage war. No one is taking your guns, but if one must have a license to drive and be registered to vote, etc., why not accountability for a firearm? It needs to go further, gun owners must 100% accountable for the use and sale of firearms.",1
"10153707545501121_10153719282901121",0,"WHY IS THIS MAN IN OUR WHITE HOUSE?   EVERYTHING he has done is NULL & VOID!    Here that piece of obama in our White House is saying he was not born in Hawaii. He was not born in America. He's from Kenya!  https://www.facebook.com/TheAmericanDogParty/videos/293448084345390/",1
"801125069954488_801593009907694",2,"Very arrogant for any human to think that God's prefect balance can be ruined by we simple human beings living our short lives here on Earth.  This ball of Earth has checks and balances that take care of anything we could think to do.",0
"909200985842621_912226088873444",0,"""There’s no question – taxpayers should not be paying for abortions! Abortion is murder in God’s eyes. Seeing and hearing Planned Parenthood talk nonchalantly about selling baby parts from aborted fetuses with utter disregard for human life is reminiscent of Joseph Mengele and the Nazi concentration camps! That should’ve been all that was needed to turn off the faucet for their funding.” -- Franklin Graham  http://bit.ly/1kfoBPe -",1
"10153417616996904_10153417729721904",2,"IMPEACH the traitor!",1
"1140977372626988_1142265562498169",0,"What else demonstrates contempt for us!?  The failure of congress to bring cgarfes against her or throw her out thats what!",0
"10154282806038620_627146977432678",1,"More idiocy! So when they next use a suicide vest, this worthless representative will outlaw what? Clothing? What a shallow thinking individual to think he can curtail evil by legislating away inanimate items. This clown should be run out of town on a rail!",1
"10153250463216682_10153250492646682",2,"Since when does Obama concern himself with the law?  He hasn't followed it as long as he has boon in office.",1
"984514254909880_996292413732064",0,"Wow - you people are scary.  How could a man like Palazzo get elected to anything?",1
"10152640013298424_10152640146863424",6,"Ryan is also a traitor on immigration.  I'm not surprised you like him.  I've wasted my last two votes on you... I'm a slow learner; but, you are such great teacher that I won't forget next time.  After voting for the speaker, illegals, and Obamacare your first three votes out of the box.  I'll vote for a Democrat over you every time I see your name.  Better to vote for people who are honest about hating me than someone who pretends to be on my side.",1
"10153026221017900_10153027535497900",0,"They should not onnly recind bonuses- They should fire those people!!!!!!!!!!!!!!!!!!!!",0
"1171107512953688_1171448669586239",0,"You all need to be booed, thrown out of office and prosecuted by the FBI. Oh! Just forget it, there's no intent to screw the public, is there?",1
"802236066547534_805150512922756",0,"Get out of Office you sexist, Racists, Bigot, We want all of you incompetent, hate mongering, money trolls out of Office. Do Americans a Favor, resign...",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"10153895917970658_10153896031900658",3,"So wrong!  What is he thinking!  Time for him to go, workers don't like him anyway.  Next time hire from within. Doesn't he know some people work late night weekends, what are they to do?!?!?",1
"10153928847579789_10153961774324789",3,"No posts since the omnibus vote? I wouldn't either if I were you. I will never again vote for you, even in the general election. Goodby.",0
"10153970063929607_10153986370479607",0,"Traitor. Never voting for this hack again",1
"924126884301189_924995884214289",0,"WHAT A DISAPOINTMENT YOU'VE TURNED OUT TO BE. YOU'RE DONE. Gutless, unAmerican, doorslaming, xenophobic, grandstanding, phoney patriotic, cowardly, kneejerk, vote.SHAME on you. #Loser",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"10152582918812267_10152585858482267",0,"Right on Senator, the Democratic trolls commenting here are unbelievably misinformed and spreading lies given to them by a very dishonest President.",1
"1192311110784170_1192455964103018",0,"All brought on Mr Reid because the ""most transparent"" administration ""in history"" has not been forthcoming with the information. You should be ashamed of yourself - you are part of the problem, not part of the solution.",1
"969386653090419_969763523052732",6,"The republican party is finished",0
"1103189586373685_1103397843019526",0,"Obama was a sham professor as He is a Sham President.",1
"929242433778349_935511519818107",2,"You are in this group of criminals ! Oboma and. DNC",1
"10153158775660178_10153164335335178",0,"Vote for your own pocket. say anything to get elected, then betray those that vote for you, you're all liars",1
"1119542848091136_1120196944692393",0,"Obama is screwing our country big time. B.O. is a huge national disaster. Lord have mercy. Deliver us from this Evil.",1
"944908188893548_945902462127454",8,"Everyone should remember what she did on the next election ballot and not vote for her. Lets hope she changes her stand on this or vote her out.",0
"10153453213278442_10153456137833442",0,"Too bad people treat this flag better than they do the American flag.  No one cared that those dirt bags in Baltimore desecrated the American flag. Let these liberal idiots fight the next war themselves.  This nation has truly lost its way. More focus is on entertainment rather than on family, working hard and helping others.",1
"1633372513599591_1633434726926703",1,"Nobody cares if you vote. At this point, every other nation has agreed to it. You can suckle on your fingers but as it is, Iran and the rest of the world have agreed. You can score cheap political points by ranting on Facebook but you just look like an idiot.",1
"10154639218351904_10154639480626904",0,"You can replace Paul Ryan ! We can get ride of Omnibus and Obama care, Nafta, Tisa, TPP and all the other crap against America!",1
"1694156384148669_1694708637426777",3,"How about standing with Bernie Sanders and protecting our food.  Anyone who does not stand up for our right to healthy food does not deserve to be in government as they are not protecting people.  Did you sell out or are you just not informed?",1
"938845219539421_938851326205477",6,"And what really gets me going is that you are using a tragedy where the bodies aren't even cold to fulfill your agenda... you should be ashamed!",1
"10153476994205178_10154116832750178",3,"Please vote NO on DeVos",0
"920245388023461_920864597961540",2,"Thanks for selling us out......we will make sure you dont get another chance as the people of Tennessee have been botched by you and Lamar changing the paper work at our schools to please these sin filled people to the point they can't write down MOTHER OR FATHER ...Yall are SICK people and we Americans are feed up with your sorryness......We already have a piece of garbage we have to claim.......GORE   now you all..SHAME ON YOU AND LAMAR,YA'LL ARE NOT THE LEADERS WE WANT!!!!",1
"1214701865227006_1218211074876085",0,"You want him to sell out the Country for the Republicans to win?  How  do you live with yourself?",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"10153749859504862_10153749972879862",8,"You are a LIAR...and I hope you are punished for it..",1
"1329834370381337_1356123214419119",1,"You are an embarrassment to America!",1
"941554565894878_941639129219755",0,"obama , is building the military with his men, that's why he gave pink slips to some of our troops ! he will use them right before election day ! SO WAKE-UP !",1
"10152940976022887_10152943918242887",1,"You support people who want to fly the Mexican flag above American flags in our public schools. You support the cause where students who wear T-Shirts with the American flag on it are called racist.. Once again, you could careless about working middle class Americans.",1
"1029066400453418_1033584040001654",3,"Disappointed to hear Mr. Amodei voted to keep Mr. Boehner as Speaker. The vote from America was clear. We want conservative change. Retaining Boehmer is counter productive toward real conservative reform. Very disappointed.",1
"10153787420532239_843132945792000",2,"Disgusting people. Sickening what they are doing. They eat anything that can't get away from them. Retards.",1
"10154070335838787_2027449600813546",0,"You need to keep your head down and do your fucking job",1
"10154381825659798_10154381859794798",41,"We have lost our government! I'm finished paying into a racketeering organization. You clowns need to find someone else to rob. Anybody that believes that our government, both democrats and republicans, are not funding terrorism is an idiot. Paying cash money to a terrorist nation in the middle of the night on an unmarked cargo plan was enough for me to wash my hands of this. All of you are criminals and need to be removed from office by the people of the US. All of you are corrupt!",1
"10155777946605103_10155781939985103",0,"please leave the confederate flag and all other heritage symbols alone. you have far more important work to do than to bend over to satisfy these people. give them an inch and they will take a mile. fix the border, stop illegals, stop obama.",1
"710512939050398_710931789008513",1,"Shameful. You do not represent my views.",1
"1273305442683323_1273496762664191",2,"I am so disappointed by your vote. I grew up in California and have always held a special place in my heart for her. But I am shocked to see you on the list of Democrats who want to make it virtually impossible for refugees from Syria and Iraq to enter the United States.  I believe that this exact behavior is what is wrong with part of the Democratic party today. The inability to stand up for what is right, to courageously do what is right in the face of fear and and prejudice.  I strongly encourage you to reconsider your position.",1
"797703430276977_798653173515336",2,"You madam congresswoman need to climb down from your ivory tower once and a while. People kill people with guns cars axes knives et al. I will end by just saying you are stuck on stupid.",1
